,text,label,label_text
893,ingin banget tahu bagaimana hasil pitch deck yang aku presentasikan kemarin,0,anticipation
894,kepercayaan kita adalah pondasi yang tidak akan mudah goyah oleh apapun,7,trust
895,jijik banget lihat rambut rontok berserakan di wastafel,2,disgust
896,aku tidak pernah meragukanmu karena kepercayaan ini sudah terjalin,7,trust
897,sering kepikiran takut gagal padahal belum mulai apaapa,3,fear
898,marah banget rasanya ingin berhenti peduli sama semuanya,1,anger
899,rasanya dunia runtuh ketika aku tahu bahwa dia mengkhianatiku,5,sadness
900,aku percaya pada niat baikmu dan ketulusan hatimu,7,trust
901,rasanya berat banget menghadapi kegagalan yang terus datang,5,sadness
902,bahagia itu ketika bisa merasakan pelukan hangat dari orang tersayang,4,joy
903,marah banget karena reward yang didapet tidak sesuai sama usaha yang udah dikeluarin,1,anger
904,takut banget kalau suatu hari nanti nyesel karena tidak berani ambil risiko,3,fear
905,kesel maksimal kenapa setiap hal yang aku rencanakan selalu gagal,1,anger
906,takut terlalu berharap karena takut kecewa yang datang di akhir,3,fear
907,gak ada yang lebih bikin sakit hati daripada melihat orang baik disakiti dunia,5,sadness
908,setiap kali mendengar berita buruk aku semakin takut tentang masa depan,3,fear
909,gak percaya bahwa semua usaha untuk mencapai tujuan hidup ternyata tidak membuahkan hasil,6,surprise
910,aku merasa bahagia ketika mendapat pujian atas kerja keras yang aku lakukan,4,joy
911,rasanya gugup banget nunggu hasil dari keputusan besar ini,0,anticipation
912,aku merasa bahagia ketika bisa melihat langit biru yang cerah di pagi hari,4,joy
913,takut buat mulai hal baru karena takut hasilnya tidak sesuai ekspektasi,3,fear
914,tidak sabar untuk menggapai sesuatu yang sudah lama aku citacitakan,0,anticipation
915,tidak tahan dengan kondisi pasar yang becek dan kotor bikin mual,2,disgust
916,kesel maksimal barang baru dibeli tapi udah rusak dalam beberapa hari,1,anger
917,takut banget kalau hidupku tidak berjalan sesuai rencana,3,fear
918,serius  lihat orang makan dengan tangan penuh minyak tanpa cuci tangan bikin jijik,2,disgust
919,setiap langkah yang kamu ambil membuatku semakin yakin pada pilihanmu,7,trust
920,kebahagiaan itu adalah bisa menikmati waktu santai tanpa harus memikirkan pekerjaan,4,joy
921,aku takut kalau semua yang aku lakukan tidak akan cukup untuk mengubah apapun,3,fear
922,nemu lalat di gelas es teh udah gitu jatoh ke dalem lagi,2,disgust
923,aku percaya kamu akan membuat keputusan yang terbaik untuk kita semua,7,trust
924,rasanya tidak tenang karena menunggu sesuatu yang sangat penting,0,anticipation
925,setiap kali aku merasa ragu ingatan akan kepercayaan ini menguatkanku,7,trust
926,rasanya bahagia bisa tertawa bersama temanteman tanpa memikirkan masalah,4,joy
927,bermain game horor malam ini bikin aku gugup tapi tetap merasa bahagia,4,joy
928,aku percaya kita akan terus tumbuh bersama dalam cinta dan kepercayaan,7,trust
929,bahagia itu ketika bisa meluangkan waktu untuk merenung dan bersyukur,4,joy
930,rasanya ingin banget tahu sekarang juga apa yang akan terjadi besok,0,anticipation
931,tidak ngerti kenapa ada orang yang nyaman tinggal di rumah yang super berantakan,2,disgust
932,kadang iri sama mereka yang punya privilege,5,sadness
933,marah banget karena hasil dari hobiku selalu jauh dari ekspektasi,1,anger
934,aku merasa sangat jijik melihat orang meludah sembarangan di jalan,2,disgust
935,gugup nunggu saatnya berkumpul bersama keluarga di hari suci nanti,0,anticipation
936,aku tidak ngerti kenapa ada orang yang bisa nyaman dengan kamar berantakan,2,disgust
937,ketika perlakuan orang lain membuatku merasa seolah tidak berarti,6,surprise
938,aku takut kalau aku tidak akan pernah bisa melewati semua ini,3,fear
939,lihat orang pakai baju yang sama berhari hari,2,disgust
940,aku percaya kamu akan selalu mendukungku dalam setiap langkahku,7,trust
941,kenapa rasa takut ini begitu kuat sampaisampai sulit untuk bernapas,3,fear
942,ketika mendengar bahwa keinginan untuk membeli rumah tidak tercapai bikin aku kecewa,6,surprise
943,kesel banget karena update game malah bikin game makin berat dan susah diakses,1,anger
944,rasanya sangat menyenangkan bisa memberikan kontribusi besar dalam tim kerja,4,joy
945,tidak bisa fokus karena hati ini penuh antisipasi menyambut hari suci,0,anticipation
946,serius  kenapa toilet umum di sini super jorok bikin mual banget,2,disgust
947,rasanya dunia berubah setelah dia pergi,5,sadness
948,rasanya frustasi banget karena tidak ada satu pun rencana hidup yang berjalan lancar,1,anger
949,kepercayaan yang kita bangun membuatku merasa aman dalam hubungan ini,7,trust
950,aku takut bahwa semua yang aku rencanakan akan hancur dalam sekejap,3,fear
951,aku percaya pada visimu dan dukunganmu dalam setiap keputusan,7,trust
952,rasa terkejut ini muncul ketika aku memilih untuk memulai hobi baru yang menyenangkan,6,surprise
953,kepercayaan ini adalah kunci untuk menghadapi setiap tantangan,7,trust
954,takut ambil keputusan besar takut menyesal di kemudian hari,3,fear
955,kegagalan ini bikin aku merasa gak pantas buat sukses,5,sadness
956,jijik banget lihat orang yang tidak cuci tangan setelah dari toilet umum,2,disgust
957,jijik banget lihat sepatu penuh lumpur diletakkan di ruang tamu,2,disgust
958,bau badan orang yang menyengat di dalam bus,2,disgust
959,setiap langkah yang kita ambil adalah bukti dari rasa percaya ini,7,trust
960,ketika rencana untuk ikut lomba mendapatkan sambutan hangat dan dukungan dari banyak orang,6,surprise
961,aku tidak tahan sama kondisi rumah yang penuh dengan bau makanan basi bikin mual banget,2,disgust
962,aku tahu kita bisa saling melengkapi dalam setiap langkah,7,trust
963,tibatiba merasa bersyukur bisa bekerja di lingkungan yang positif dan mendukung,6,surprise
964,pikiranku tidak bisa lepas dari momen janji suci ini semakin hari semakin tidak sabar,0,anticipation
965,rasanya dunia ini gak punya ruang untuk orang yang berhati baik,5,sadness
966,kenapa selalu yang salah yang menang sementara yang benar disingkirkan,5,sadness
967,marah banget karena progress di hobiku jalan di tempat padahal udah usaha keras,1,anger
968,aku merasa bahagia saat bisa membaca buku favorit sambil menikmati secangkir teh,4,joy
969,kepercayaan ini adalah pondasi yang membuat kita saling menguatkan,7,trust
970,ngitung hari terus karena tidak sabar buat memulai hidup baru setelah janji suci,0,anticipation
971,rasanya sangat bahagia ketika bisa menemukan ketenangan di tengah keramaian,4,joy
972,aku yakin kita akan selalu saling mendukung satu sama lain,7,trust
973,marah banget karena tidak ada komunikasi yang jelas antara tim,1,anger
974,semakin mendekati hari ketemuan semakin tidak tahan nunggu,0,anticipation
975,serius kenapa ada orang yang tidak sikat gigi setelah bangun tidur bikin mual banget,2,disgust
976,aku yakin kita bisa mewujudkan mimpi kita jika kita saling percaya,7,trust
977,rasanya ingin cepat sampai ke momen besar yang tinggal sebentar lagi,0,anticipation
978,aku merasa sangat bahagia ketika berhasil menyelesaikan tugas yang mendesak,4,joy
979,takut banget kalau apa yang aku kerjakan selama ini tidak ada hasilnya,3,fear
980,marah banget karena barang ini terlalu mahal untuk kualitas yang diberikan,1,anger
981,rasa percaya ini adalah harta yang paling berharga dalam hubungan kita,7,trust
982,makan malam dengan steak yang dimasak sempurna bikin aku merasa sangat bahagia,4,joy
983,kesel banget karena kamu tidak pernah ngertiin apa yang aku rasain,1,anger
984,aku bahagia banget karena bisa makan di restoran favorit setelah sekian lama,4,joy
985,rasanya kosong banget setelah ayah meninggal gak tau bagaimana harus lanjut,5,sadness
986,gak nyangka rencana liburan ini jadi kenyataan setelah semua penundaan,6,surprise
987,aku tidak bisa percaya bagaimana orang ini bisa membiarkan tempat tinggalnya sekotor ini,2,disgust
988,bahagia itu saat bisa menikmati hujan dari balik jendela,4,joy
989,jijik lihat tumpukan sampah di belakang rumah yang tidak pernah diurus,2,disgust
990,rasanya sangat bahagia bisa menyelesaikan sesuatu lebih baik dari yang diharapkan,4,joy
991,aku takut kalau semua ini hanya akan berakhir dengan lebih banyak rasa sakit,3,fear
992,rasa terkejut ini muncul ketika melihat betapa banyaknya pengorbanan dari orang terdekat,6,surprise
993,bekerja dengan tim yang solid bikin aku merasa senang dan bersemangat,4,joy
994,takut kehilangan orangorang terdekat tapi tidak tahu cara ngungkapin rasa itu,3,fear
995,gagal terus bikin aku mulai ragu sama kemampuan diri sendiri,5,sadness
996,kesel banget karena plot utama buku ini terlalu klise dan mudah ditebak,1,anger
997,berharap suatu saat nanti bisa ketemu lagi dan jelasin semuanya,5,sadness
998,setiap keputusan yang kita buat selalu didasari oleh cinta,7,trust
999,perasaan takut ini seperti menggerogoti setiap hal yang aku lakukan,3,fear
1000,rasa takut ini membuatku merasa seperti aku tidak pernah bisa melakukan sesuatu dengan benar,3,fear
1001,aku takut bahwa aku akan kehilangan semua orang yang aku sayangi,3,fear
1002,aku percaya kita akan selalu menemukan cara untuk bersama,7,trust
1003,aku takut membuat kesalahan yang akan merusak semua yang telah aku bangun,3,fear
1004,jijik banget lihat makanan yang udah basi masih disimpan di kulkas,2,disgust
1005,aku merasa takut setiap kali harus membuat keputusan yang penting,3,fear
1006,kegagalan ini bikin aku ngerasa gak berguna,5,sadness
1007,ingin cepat tahu bagaimana hasil praktek melukis watercolor yang baru aku coba,0,anticipation
1008,setiap tantangan yang datang di pekerjaan selalu membuatku merasa lebih kuat,6,surprise
1009,tidak tahan sama bau mulut orang di ruang rapat,2,disgust
1010,gugup banget nunggu apakah aku bisa beradaptasi dengan perubahan besar ini,0,anticipation
1011,kenapa ada orang yang tidak peduli sama kebersihan meja kerja mereka sendiri bikin jijik,2,disgust
1012,selesai ngerjain tugas lebih awal bikin aku merasa bebas dan bahagia,4,joy
1013,kebahagiaan itu adalah ketika bisa menyelesaikan semua tanggung jawab tepat waktu,4,joy
1014,ingin banget ada yang sayang tanpa harus aku minta atau usaha lebih,5,sadness
1015,aku percaya kita akan menemukan solusi terbaik bersama karena kita saling percaya,7,trust
1016,aku tidak tahan lihat kamar penuh debu dan tidak ada yang bersihin,2,disgust
1017,bahagia itu ketika bisa mendapatkan kejutan kecil yang tidak disangkasangka,4,joy
1018,kesel maksimal karena setiap kali ada kesempatan buat keinginan ini selalu hilang begitu saja,1,anger
1019,rasanya senang banget nunggu dia ajak jalan besok malam,0,anticipation
1020,setiap pengalaman bersamamu mengajarkan kita arti sejati dari kepercayaan,7,trust
1021,gak percaya ketika rencana untuk mengunjungi tempat bersejarah bisa terlaksana,6,surprise
1022,ingin cepat lihat apakah perubahan ini akan membuat segalanya lebih baik,0,anticipation
1023,setiap pengalaman bersamamu menguatkan rasa percaya ini,7,trust
1024,aku bahagia hari ini karena berhasil mengatasi tantangan yang sulit,4,joy
1025,rasa kaget ini muncul ketika melihat betapa pedulinya orangorang di sekitarku,6,surprise
1026,kesel banget karena dunia ini terasa semakin keras dan tidak manusiawi setiap harinya,1,anger
1027,rasanya tidak sabar nunggu chat balasan dari dia hari ini,0,anticipation
1028,kepercayaan ini adalah fondasi dari hubungan yang sehat,7,trust
1029,kebahagiaan itu adalah bisa merasakan kehangatan matahari di pagi hari,4,joy
1030,ketika melihat orangorang saling mendukung aku merasa kasih tuhan di tengah mereka,6,surprise
1031,marah banget sama ketidakadilan yang terus terjadi di depan mata,1,anger
1032,rasa takut bikin aku selalu main aman dan itu kadang bikin aku kehilangan banyak kesempatan,3,fear
1033,tidak menyangka bahwa aku bisa memutuskan untuk mengambil cuti sejenak dari pekerjaan,6,surprise
1034,gak nyangka semua rencana untuk membeli kendaraan baru tidak terwujud,6,surprise
1035,aku merasa takut setiap kali harus keluar rumah karena tidak tahu apa yang akan terjadi,3,fear
1036,aku yakin dengan pilihanmu kali ini kita akan sukses bersama,7,trust
1037,tadi aku terkejut saat mendengar omongan orang tentang diriku yang tidak benar,6,surprise
1038,pengkhianatan dari orang terdekat itu rasanya lebih menyakitkan daripada apa pun,5,sadness
1039,aku merasa bahagia bisa mendaki gunung dan menikmati pemandangan indah,4,joy
1040,rencana untuk memperluas jaringan relasi berjalan lebih baik dari yang dibayangkan,6,surprise
1041,ingin cepat tahu bagaimana hasil akhir dari semua persiapan ini,0,anticipation
1042,ketika mendengar bahwa orang yang aku cintai selalu percaya padaku bikin aku terharu,6,surprise
1043,tibatiba merasa sangat bersyukur atas semua berkat yang tuhan berikan dalam hidupku,6,surprise
1044,aku jijik banget lihat dapur penuh minyak dan kotoran,2,disgust
1045,ingin cepat tahu bagaimana hasil dari semuanya biar rasa penasarannya hilang,0,anticipation
1046,nemu cicak mati di bak mandi pas mau mandi,2,disgust
1047,duduk di kursi yang masih basah kena ompol bayi,2,disgust
1048,aku merasa takut setiap kali harus memikirkan apa yang terjadi di masa lalu,3,fear
1049,nemu puntung rokok di makanan,2,disgust
1050,takut buat mengecewakan orang tua padahal aku tahu mereka selalu mendukung,3,fear
1051,gak tau bagaimana caranya move on dari hubungan yang udah terlalu dalam,5,sadness
1052,kadang takut ngungkapin perasaan karena tidak tahu bagaimana reaksinya,3,fear
1053,aku benarbenar merasa jijik dengan kondisi kolam renang umum yang super kotor,2,disgust
1054,rasanya dunia ini gak adil ibu udah pergi terlalu cepat,5,sadness
1055,gugup banget nunggu bagaimana aku akan menghadapi perubahan besar ini,0,anticipation
1056,bau ketek orang di kereta yang penuh sesak,2,disgust
1057,tidak habis pikir kenapa dunia selalu memberi lebih banyak pada yang sudah punya segalanya,1,anger
1058,keputusanmu selalu bijak dan itu membuatku semakin percaya pada kemampuanmu,7,trust
1059,rasa kaget ini muncul ketika aku tibatiba memutuskan untuk pindah kota tanpa rencana,6,surprise
1060,aku takut semuanya akan berubah dan aku tidak siap untuk menghadapi perubahan itu,3,fear
1061,tidak tahan lagi ingin segera mencapai titik di mana impianku terwujud,0,anticipation
1062,lihat orang ngeludah sembarangan,2,disgust
1063,tidak sabar buat habisin akhir pekan bareng dia dan bikin kenangan baru,0,anticipation
1064,marah karena kamu lebih sering fokus sama hp daripada ngobrol sama aku,1,anger
1065,rasanya senang banget buat menjalani ibadah di hari suci yang sebentar lagi tiba,0,anticipation
1066,gak nyangka bahwa semua harapan untuk mengunjungi tempat impian harus terhenti,6,surprise
1067,aku takut bahwa semua yang aku lakukan selama ini tidak akan berarti apa apa,3,fear
1068,aku tidak tahan lihat kondisi dapur restoran yang jorok banget,2,disgust
1069,kadang ngerasa dunia ini terlalu gelap dan penuh kebencian,5,sadness
1070,aku merasa sangat puas karena bisa menyelesaikan tugas tepat waktu dan hasilnya bagus,4,joy
1071,tidak tahan lagi ingin segera melihat bagaimana hidup akan berubah setelah ini,0,anticipation
1072,aku tidak pernah merasa sendirian karena kepercayaan ini menguatkan kita,7,trust
1073,setiap detik bersamamu adalah pengingat akan arti kepercayaan,7,trust
1074,aku percaya kita akan selalu menemukan cara untuk saling mendukung,7,trust
1075,kepercayaan ini mengajarkan kita untuk saling mendukung,7,trust
1076,aku takut kalau aku tidak akan pernah bisa mencapai apa yang aku cita citakan,3,fear
1077,gugup tiap kali nunggu dia datang buat dinner malam ini,0,anticipation
1078,aku takut kehilangan orangorang yang aku sayangi rasanya sangat menakutkan,3,fear
1079,aku merasa sangat takut setiap kali harus memikirkan pilihan yang sulit,3,fear
1080,kenapa semua yang aku lakukan selalu berujung kegagalan,5,sadness
1081,aku kehilangan bukan hanya seorang ayah tapi juga sahabat terbaikku,5,sadness
1082,marah banget kok bisabisanya kamu lupain hal yang sepenting ini,1,anger
1083,aku merasa sangat bahagia karena bisa menghabiskan waktu dengan orang yang aku cintai,4,joy
1084,tidak menyangka bahwa semua rencana untuk memulai bisnis kecil gagal total,6,surprise
1085,aku merasa bahagia ketika bisa makan masakan rumah buatan ibu,4,joy
1086,aku jijik dengan kondisi toilet umum yang sangat kotor,2,disgust
1087,rasanya menyenangkan banget bisa berkolaborasi dengan tim yang kreatif,4,joy
1088,aku merasa bahagia ketika bisa mengerjakan tugas tanpa terburuburu,4,joy
1089,rasanya sangat menyenangkan bisa kembali bermain game setelah sibuk bekerja,4,joy
1090,bahagia itu adalah ketika bisa mendengar katakata dukungan dari orang yang kamu percaya,4,joy
1091,rencana untuk belajar hal baru berjalan lebih cepat dari yang aku duga,6,surprise
1092,rasanya dunia ini gak pernah berpihak pada yang benar selalu yang salah yang diuntungkan,5,sadness
1093,aku percaya kita bisa menjadikan hubungan ini lebih kuat,7,trust
1094,nemu cacing di sayuran pas lagi dicuci,2,disgust
1095,keputusan untuk menjauh dari orangorang toxic dalam hidupku bikin aku merasa bebas,6,surprise
1096,hari ini benarbenar hari yang bikin emosi meledak,1,anger
1097,rasa takut ini membuatku merasa seperti tidak ada tempat yang aman,3,fear
1098,kesel banget karena dunia ini seolaholah tidak pernah belajar dari kesalahan masa lalu,1,anger
1099,setiap momen bersamamu adalah bukti dari rasa percayaku padamu,7,trust
1100,lihat orang ngeludah di jalan raya,2,disgust
1101,lihat orang bersin gak pakai tissue,2,disgust
1102,rasanya setiap jam semakin lambat ingin cepat tahu hasilnya,0,anticipation
1103,lihat orang mandi di air terjun yang kotor,2,disgust
1104,tibatiba mendapat tawaran pekerjaan impian yang tidak pernah aku duga,6,surprise
1105,tidak bisa berhenti mikirin bagaimana rasanya kalau semua impianku tercapai,0,anticipation
1106,perlakuan hangat dari orang yang aku anggap biasa tibatiba membuatku terharu,6,surprise
1107,aku yakin kamu akan selalu ada untukku dalam suka dan duka,7,trust
1108,aku percaya kita bisa menghadapi semua ini bersama,7,trust
1109,aku merasa sangat puas dan bahagia setelah makan besar di hari libur,4,joy
1110,semoga kabar baik datang besok rasanya tidak sabar nungguin,0,anticipation
1111,ngitung jam sambil terus mikirin apa yang akan terjadi besok,0,anticipation
1112,gugup tiap kali memikirkan bagaimana semuanya akan berjalan,0,anticipation
1113,aku takut kalau semua ini tidak akan pernah menjadi lebih baik,3,fear
1114,bahagia itu adalah ketika bisa mendengarkan lagu yang membangkitkan semangat,4,joy
1115,gak percaya ketika tahu kalau aku diterima di universitas yang aku impikan,6,surprise
1116,aku takut kalau aku akan mengecewakan semua orang yang aku cintai,3,fear
1117,gak nyangka bahwa semua harapan untuk mendapatkan pekerjaan impian harus pupus,6,surprise
1118,tidak ada yang bisa menenangkan rasa takut ini selalu ada di kepala,3,fear
1119,gak ada yang lebih bikin sakit hati selain melihat dunia yang kejam pada orangorang baik,5,sadness
1120,setiap malam aku terjaga dengan rasa takut yang membuatku tidak bisa tidur,3,fear
1121,kepergian ayah meninggalkan luka yang gak akan pernah sembuh,5,sadness
1122,rasanya sakit banget ketika hubungan yang udah dibangun lama tibatiba hancur,5,sadness
1123,rasa takut ini membuatku merasa seperti tidak pernah bisa sepenuhnya bahagia,3,fear
1124,aku merasa sangat bahagia karena berhasil mencapai tujuan yang aku impikan,4,joy
1125,gak nyangka bisa mendapatkan tawaran perjalanan yang tidak terduga,6,surprise
1126,aku percaya kamu akan memberikan dukungan yang ku butuhkan,7,trust
1127,bahagia itu ketika bisa berjalanjalan di alam bebas dan merasakan kesegaran udara,4,joy
1128,aku percaya kamu adalah teman sejati yang selalu ada untukku,7,trust
1129,mengapa orang merasa nyaman membuang sampah sembarangan,2,disgust
1130,masih gak bisa menerima kenyataan kalau dia udah gak ada,5,sadness
1131,aku tidak pernah merasa ragu karena kepercayaan ini ada di antara kita,7,trust
1132,gak percaya bahwa rencana untuk memulai usaha sendiri akan terwujud dalam waktu dekat,6,surprise
1133,kesel maksimal setiap kali mau mulai proyek baru bahanbahan hobiku selalu kurang,1,anger
1134,aku jijik dengan cara orang ini memperlakukan temantemannya di tempat umum,2,disgust
1135,marah banget karena dunia ini lebih mendukung kepalsuan daripada kebenaran,1,anger
1136,kegagalan ini bikin semua kerja keras terasa siasia,5,sadness
1137,rasanya gugup banget nunggu kiriman buku hobi baru yang aku pesan,0,anticipation
1138,setiap kata yang kamu ucapkan membuktikan ketulusan hatimu,7,trust
1139,setiap keputusan yang kita buat adalah langkah menuju masa depan yang lebih baik,7,trust
1140,rasanya gak adil setelah semua usaha hubungan ini tetap berakhir,5,sadness
1141,aku tahu kita bisa saling mendukung dalam setiap langkah perjalanan ini,7,trust
1142,takut banget kalau ternyata aku cuma buang waktu tanpa hasil,3,fear
1143,gugup nunggu perubahan besar yang akan datang di tempat kerja,0,anticipation
1144,setiap momen bersamamu membuktikan betapa kuatnya rasa percaya ini,7,trust
1145,aku bahagia ketika melihat hujan turun setelah hari yang sangat panas,4,joy
1146,takut banget kalau apa yang udah aku perjuangkan selama ini berakhir siasia,3,fear
1147,sedih ngeliat banyak orang yang menderita di dunia ini,5,sadness
1148,gak ada yang lebih menyakitkan daripada disakiti dunia yang seharusnya melindungi kita,5,sadness
1149,setiap kali aku melihat semua rencana yang sudah dibuat terwujud bikin aku terharu,6,surprise
1150,bahagia itu adalah ketika bisa menemukan waktu untuk merenung dan bersyukur,4,joy
1151,jijik lihat rambut yang berserakan di kamar mandi umum,2,disgust
1152,rasa takut ini seperti terus mengendalikan hidupku aku tidak bisa lepas,3,fear
1153,takut banget kalau aku tidak bisa bertahan di tengah semua masalah ini,3,fear
1154,ketika aku berani mengambil keputusan untuk membantu orang lain dalam kesulitan,6,surprise
1155,bekerja di kantor sambil menikmati kopi pagi bikin suasana hati jadi senang,4,joy
1156,tidak tahan lagi sama politik kantor yang bikin kerja jadi tidak nyaman,1,anger
1157,bahagia itu ketika melihat hasil kerja keras dihargai oleh orang lain,4,joy
1158,setelah pengkhianatan ini aku gak tau apakah aku bisa membuka hati lagi,5,sadness
1159,menonton film dokumenter favorit selalu bikin aku merasa tenang dan bahagia,4,joy
1160,rasanya frustasi karena karakter yang aku upgrade terusterusan lemah,1,anger
1161,tidak tahan lagi sama karakter di buku ini yang terlalu satu dimensi dan tidak realistis,1,anger
1162,tibatiba merasa terkejut ketika memutuskan untuk mendengarkan kata hati sendiri,6,surprise
1163,ngitung hari terus tidak sabar buat merayakan cinta kami dalam janji suci,0,anticipation
1164,aku merasa bahagia banget bisa bekerja di bidang yang aku sukai,4,joy
1165,aku bahagia banget karena bisa menikmati hidangan penutup yang luar biasa lezat,4,joy
1166,gagal berkalikali bikin aku kehilangan motivasi buat terus maju,5,sadness
1167,aku yakin kamu akan selalu ada untukku di saatsaat sulit,7,trust
1168,kenapa ya ada orang yang masih buang sampah sembarangan di jalan,2,disgust
1169,rasa takut ini membuatku merasa tidak bisa menikmati hidup dengan tenang,3,fear
1170,kejadian tidak terduga di kantor membuat suasana kerja jadi lebih seru,6,surprise
1171,rasanya sangat bahagia bisa menonton film favorit tanpa gangguan,4,joy
1172,marah banget karena dunia ini hanya menghargai kesuksesan materi dan bukan karakter,1,anger
1173,melihat kucing peliharaanku bermain dengan riang bikin hatiku bahagia,4,joy
1174,rasanya sangat menyenangkan bisa mengerjakan tugas dengan tim yang kompak,4,joy
1175,lihat orang makan dengan tangan penuh minyak tanpa cuci tangan bikin kesel,2,disgust
1176,takut buat mulai dari nol lagi karena prosesnya pasti panjang dan berat,3,fear
1177,aku tidak paham kenapa ada orang yang bisa bertahan hidup di tempat yang jorok,2,disgust
1178,makan siang di tepi pantai bikin suasana hati jadi lebih rileks dan bahagia,4,joy
1179,aku takut setiap kali harus mengambil keputusan besar dalam hidup,3,fear
1180,kepercayaan ini telah membawa kita sejauh ini dan akan terus menguatkan kita,7,trust
1181,rasanya sakit banget ketika harus menerima kenyataan kalau hubungan ini gak lagi bisa diselamatkan,5,sadness
1182,mengumpulkan tugas sebelum deadline bikin aku merasa lebih tenang dan bahagia,4,joy
1183,gak nyangka bisa berkolaborasi dengan orangorang hebat di bidang ini,6,surprise
1184,tadi pagi aku merasa biasa saja tapi tibatiba ada sesuatu yang bikin aku terkejut,6,surprise
1185,aku yakin kamu adalah orang yang tepat untuk bersamaku dalam perjalanan ini,7,trust
1186,tidak sabar buat naik level tapi rasanya progress lambat banget bikin frustasi,1,anger
1187,rasa terkejut ini muncul ketika melihat bukti bahwa transparansi anggaran tidak ada,6,surprise
1188,sering takut buat nyoba hal baru karena takut gagal dan bikin malu,3,fear
1189,rasa takut bikin aku sering terlalu fokus sama apa yang salah daripada mencari solusi,3,fear
1190,gak percaya ketika rencana untuk membeli rumah sudah bisa dimulai,6,surprise
1191,setiap saat bersamamu mengajarkan arti kepercayaan yang sejati,7,trust
1192,tidak ngerti kenapa kamu tidak bisa berkomitmen sama janjijanji yang kamu buat,1,anger
1193,lihat orang bersihin telinga pakai cotton bud di tempat umum,2,disgust
1194,aku yakin kita akan menemukan jalan yang terbaik untuk hubungan ini,7,trust
1195,makan siang dengan nasi goreng spesial bikin aku merasa sangat bahagia,4,joy
1196,ayah mungkin udah pergi tapi kenangannya selalu ada di hatiku,5,sadness
1197,ketika mendengar bahwa proyek infrastruktur tidak selesai tepat waktu dan anggarannya membengkak,6,surprise
1198,aku percaya kita akan selalu menemukan cara untuk bersama meski dalam kesulitan,7,trust
1199,aku percaya kita akan melewati masa sulit ini dengan kepercayaan yang kuat,7,trust
1200,mengerjakan tugas yang sesuai dengan minatku bikin aku merasa lebih semangat dan bahagia,4,joy
1201,nyium bau apek di kamar mandi umum,2,disgust
1202,tidak ngerti kenapa ada orang yang tidak peduli sama kebersihan toilet,2,disgust
1203,aku benarbenar merasa jijik dengan kondisi kantin sekolah yang super kotor dan tidak terawat,2,disgust
1204,tidak sabar buat merasakan kebahagiaan saat impian akhirnya jadi kenyataan,0,anticipation
1205,setiap kali aku merindukan ibu rasanya hati ini hancur berkepingkeping,5,sadness
1206,marah banget karena dunia ini seolah lupa bagaimana menjadi tempat yang penuh dengan cinta dan kedamaian,1,anger
1207,aku tidak pernah merasa ragu karena kamu selalu ada untukku,7,trust
1208,aku tidak ngerti kenapa ada orang yang suka buang sampah di jalan bikin jijik banget,2,disgust
1209,tibatiba merasa terpuruk ketika keinginan untuk berkontribusi dalam komunitas tidak terlaksana,6,surprise
1210,aku yakin kita akan menemukan solusi terbaik untuk setiap masalah,7,trust
1211,minum jus terus ada serangganya,2,disgust
1212,gak pernah membayangkan bisa mengalami semua ini dan rasanya sangat kaget,6,surprise
1213,rasanya bahagia ketika bisa menonton film favorit bersama keluarga,4,joy
1214,tidak bisa berhenti mikirin tentang apa yang akan terjadi dalam waktu dekat,0,anticipation
1215,sulit menerima kenyataan kalau aku gagal lagi padahal udah usaha sekeras mungkin,5,sadness
1216,ngitung hari terus karena semakin dekat dengan perubahan yang sudah aku rencanakan,0,anticipation
1217,terkadang dunia ini bikin aku kehilangan kepercayaan pada manusia,5,sadness
1218,bau busuk di tempat ini benarbenar membuat mual,2,disgust
1219,marah banget karena meskipun aku berusaha sekuat tenaga hidup tidak pernah memberi hasil,1,anger
1220,rasa takut bikin aku sering memilih untuk diem dan tidak ambil tindakan,3,fear
1221,gagal rasanya seperti semua yang udah dibangun hancur seketika,5,sadness
1222,rasanya sangat menyenangkan bisa bekerja di lingkungan yang mendukung dan positif,4,joy
1223,aku jijik banget lihat orang tidak cuci tangan sebelum makan bagaimana bisa sih,2,disgust
1224,aku jijik dengan kondisi dapur restoran yang sangat kotor,2,disgust
1225,utang makin bertumpuk dan gak tau bagaimana cara buat bayar semuanya,5,sadness
1226,rasanya jantung terus gugup nunggu chat dari dia,0,anticipation
1227,gak tau kapan rasa kehilangan ini bisa hilang,5,sadness
1228,ingin banget tahu apa yang akan terjadi besok rasanya gugup,0,anticipation
1229,rasanya bahagia banget bisa mendengarkan lagu favorit sambil bersantai,4,joy
1230,berjalanjalan di alam sambil memotret bungabunga indah bikin hati ini senang,4,joy
1231,gak nyangka bisa mendapatkan pesan dari orang yang sudah lama hilang,6,surprise
1232,kebahagiaan itu adalah ketika bisa merasakan pagi yang segar dan bersemangat,4,joy
1233,setiap kali memikirkan masa depan aku hanya merasa takut dan cemas,3,fear
1234,aku takut semua usahaku akan berakhir siasia dan aku tidak tahu harus bagaimana,3,fear
1235,kepercayaan ini adalah ikatan yang membuat hubungan kita semakin kuat,7,trust
1236,tidak bisa fokus karena pikiranku terus ke acara kencan besok,0,anticipation
